Warehouse_block,Mode_of_Shipment,Cost_of_the_Product,Product_importance,Discount_offered,Reached.on.Time_Y.N,Customer_calls_class,Prior_purchase_category,Weight_category
D,Ship,135,low,60,late,occasionally calls,0-3 purchase,light
F,Ship,188,low,14,late,seldom calls,0-3 purchase,light
A,Ship,194,low,47,late,frequently calls,0-3 purchase,light
B,Ship,134,medium,29,late,occasionally calls,0-3 purchase,light
C,Ship,210,medium,29,late,seldom calls,0-3 purchase,medium
F,Ship,169,low,22,late,occasionally calls,0-3 purchase,light
D,Ship,147,low,52,late,seldom calls,0-3 purchase,light
F,Ship,213,low,21,late,occasionally calls,0-3 purchase,medium
A,Ship,223,low,64,late,seldom calls,0-3 purchase,medium
B,Ship,233,medium,60,late,occasionally calls,0-3 purchase,light
C,Ship,218,high,1,late,occasionally calls,0-3 purchase,medium
F,Ship,219,medium,27,late,occasionally calls,0-3 purchase,medium
D,Ship,145,low,44,late,seldom calls,0-3 purchase,light
F,Ship,257,low,44,late,seldom calls,0-3 purchase,medium
A,Ship,238,medium,59,late,seldom calls,> 3 purchase,medium
B,Ship,145,low,32,late,occasionally calls,> 3 purchase,light
C,Ship,243,low,36,late,occasionally calls,0-3 purchase,light
F,Ship,179,low,18,late,occasionally calls,0-3 purchase,light
D,Ship,188,high,25,late,seldom calls,0-3 purchase,light
F,Ship,168,medium,53,late,occasionally calls,0-3 purchase,light
A,Ship,157,low,58,late,frequently calls,> 3 purchase,light
B,Ship,172,low,32,late,seldom calls,0-3 purchase,light
C,Ship,195,low,37,late,frequently calls,0-3 purchase,medium
F,Ship,225,low,59,late,seldom calls,0-3 purchase,medium
D,Ship,227,medium,24,late,seldom calls,0-3 purchase,light
F,Ship,159,low,46,late,seldom calls,0-3 purchase,light
A,Ship,273,low,56,late,seldom calls,0-3 purchase,light
B,Ship,214,low,3,late,frequently calls,> 3 purchase,medium
C,Ship,175,medium,34,late,occasionally calls,0-3 purchase,light
F,Ship,213,low,39,late,seldom calls,0-3 purchase,medium
D,Ship,190,medium,12,late,occasionally calls,> 3 purchase,medium
F,Ship,265,medium,40,late,occasionally calls,> 3 purchase,light
A,Ship,146,low,12,late,occasionally calls,> 3 purchase,light
B,Ship,229,medium,44,late,frequently calls,0-3 purchase,light
C,Ship,195,medium,47,late,seldom calls,0-3 purchase,light
F,Ship,151,low,34,late,seldom calls,0-3 purchase,light
D,Ship,217,low,1,late,occasionally calls,0-3 purchase,medium
F,Ship,134,low,14,late,occasionally calls,0-3 purchase,light
A,Ship,195,low,42,late,seldom calls,0-3 purchase,medium
B,Ship,142,low,29,late,occasionally calls,> 3 purchase,light
C,Ship,182,medium,1,late,seldom calls,> 3 purchase,medium
F,Ship,155,low,48,late,occasionally calls,> 3 purchase,light
D,Ship,238,medium,34,late,seldom calls,0-3 purchase,light
F,Ship,182,medium,49,late,occasionally calls,0-3 purchase,medium
A,Ship,237,medium,22,late,occasionally calls,> 3 purchase,light
B,Ship,222,low,24,late,occasionally calls,0-3 purchase,medium
C,Road,177,medium,45,late,frequently calls,0-3 purchase,light
F,Road,197,medium,41,late,occasionally calls,0-3 purchase,medium
D,Road,224,low,48,late,seldom calls,0-3 purchase,medium
F,Road,193,low,19,late,seldom calls,0-3 purchase,medium
A,Road,169,high,24,late,seldom calls,0-3 purchase,light
B,Road,248,medium,15,late,seldom calls,0-3 purchase,medium
C,Road,246,medium,50,late,frequently calls,> 3 purchase,medium
F,Road,232,medium,55,late,occasionally calls,0-3 purchase,light
D,Road,251,low,21,late,seldom calls,0-3 purchase,light
F,Road,163,medium,58,late,seldom calls,0-3 purchase,light
A,Road,201,low,4,late,frequently calls,0-3 purchase,heavy
B,Road,141,medium,8,ontime,frequently calls,0-3 purchase,medium
C,Road,219,low,4,ontime,seldom calls,0-3 purchase,heavy
F,Road,161,high,7,ontime,occasionally calls,0-3 purchase,medium
D,Road,225,medium,5,ontime,occasionally calls,> 3 purchase,medium
F,Road,277,medium,1,late,frequently calls,0-3 purchase,medium
A,Road,256,medium,3,ontime,seldom calls,> 3 purchase,medium
B,Road,153,low,1,late,frequently calls,> 3 purchase,medium
C,Road,135,low,4,late,occasionally calls,0-3 purchase,medium
F,Road,253,medium,7,ontime,seldom calls,0-3 purchase,medium
D,Road,139,low,5,ontime,occasionally calls,0-3 purchase,medium
F,Road,136,high,1,ontime,seldom calls,0-3 purchase,medium
A,Flight,172,medium,7,ontime,occasionally calls,0-3 purchase,medium
B,Flight,272,high,6,ontime,occasionally calls,0-3 purchase,medium
C,Flight,207,high,1,late,seldom calls,0-3 purchase,heavy
F,Flight,134,low,4,ontime,seldom calls,0-3 purchase,heavy
D,Flight,238,medium,3,ontime,seldom calls,> 3 purchase,medium
F,Flight,274,high,3,late,seldom calls,> 3 purchase,medium
A,Flight,237,low,8,ontime,occasionally calls,> 3 purchase,heavy
B,Flight,153,high,2,ontime,seldom calls,> 3 purchase,medium
C,Flight,223,low,8,late,occasionally calls,0-3 purchase,medium
F,Flight,149,low,1,late,seldom calls,0-3 purchase,medium
D,Flight,132,low,7,late,seldom calls,0-3 purchase,medium
F,Flight,246,low,7,ontime,occasionally calls,0-3 purchase,heavy
A,Flight,159,low,4,late,occasionally calls,> 3 purchase,heavy
B,Flight,162,high,10,ontime,seldom calls,> 3 purchase,medium
C,Flight,123,medium,5,ontime,seldom calls,> 3 purchase,medium
F,Flight,231,high,9,ontime,frequently calls,> 3 purchase,heavy
D,Flight,213,medium,9,ontime,seldom calls,> 3 purchase,medium
F,Flight,160,high,1,ontime,frequently calls,0-3 purchase,heavy
A,Flight,225,low,5,late,occasionally calls,> 3 purchase,medium
B,Flight,178,low,3,ontime,seldom calls,0-3 purchase,medium
C,Flight,273,medium,5,ontime,occasionally calls,0-3 purchase,medium
F,Flight,129,high,9,late,seldom calls,0-3 purchase,medium
D,Ship,273,low,9,late,seldom calls,> 3 purchase,light
F,Ship,161,medium,8,ontime,frequently calls,> 3 purchase,light
A,Ship,139,low,3,late,occasionally calls,0-3 purchase,heavy
B,Ship,136,high,6,late,seldom calls,0-3 purchase,medium
C,Ship,172,medium,1,ontime,occasionally calls,0-3 purchase,medium
F,Ship,272,high,7,ontime,occasionally calls,0-3 purchase,heavy
D,Ship,207,high,3,late,seldom calls,0-3 purchase,medium
F,Ship,134,low,6,late,seldom calls,0-3 purchase,medium
A,Ship,238,medium,3,late,seldom calls,> 3 purchase,medium
B,Ship,274,high,1,ontime,seldom calls,> 3 purchase,heavy
C,Ship,237,low,8,ontime,occasionally calls,> 3 purchase,heavy
F,Ship,153,high,7,ontime,seldom calls,> 3 purchase,medium
D,Ship,223,low,7,late,occasionally calls,0-3 purchase,medium
F,Ship,149,low,9,ontime,seldom calls,0-3 purchase,medium
A,Ship,132,low,6,late,seldom calls,0-3 purchase,heavy
B,Ship,246,low,5,ontime,occasionally calls,0-3 purchase,medium
C,Ship,159,low,4,late,occasionally calls,> 3 purchase,medium
F,Ship,162,high,10,ontime,seldom calls,> 3 purchase,medium
D,Ship,123,medium,10,ontime,seldom calls,> 3 purchase,medium
F,Ship,231,high,6,ontime,frequently calls,> 3 purchase,heavy
A,Ship,213,medium,2,ontime,seldom calls,> 3 purchase,medium
B,Ship,160,high,2,late,frequently calls,0-3 purchase,medium
C,Ship,225,low,8,ontime,occasionally calls,> 3 purchase,medium
F,Ship,178,low,3,ontime,seldom calls,0-3 purchase,heavy
D,Ship,273,medium,2,ontime,occasionally calls,0-3 purchase,medium
F,Ship,129,high,7,late,seldom calls,0-3 purchase,medium
A,Ship,273,low,1,ontime,seldom calls,> 3 purchase,light
B,Ship,161,medium,3,late,frequently calls,> 3 purchase,light
C,Ship,206,low,5,ontime,frequently calls,> 3 purchase,light
F,Ship,296,medium,1,ontime,occasionally calls,0-3 purchase,light
D,Ship,249,medium,6,ontime,seldom calls,> 3 purchase,light
F,Ship,301,low,6,ontime,occasionally calls,> 3 purchase,light
A,Ship,296,low,4,ontime,occasionally calls,0-3 purchase,light
B,Ship,205,low,2,ontime,seldom calls,> 3 purchase,light
C,Ship,132,low,9,late,seldom calls,0-3 purchase,medium
F,Ship,223,high,5,ontime,occasionally calls,0-3 purchase,medium
D,Ship,190,medium,2,ontime,seldom calls,0-3 purchase,medium
F,Ship,194,low,1,ontime,frequently calls,0-3 purchase,medium
A,Ship,176,medium,2,ontime,seldom calls,0-3 purchase,medium
B,Ship,227,medium,8,ontime,frequently calls,> 3 purchase,medium
C,Ship,149,low,9,ontime,frequently calls,0-3 purchase,medium
F,Ship,173,low,7,ontime,frequently calls,0-3 purchase,heavy
D,Ship,181,low,6,ontime,seldom calls,0-3 purchase,medium
F,Ship,251,low,4,ontime,seldom calls,0-3 purchase,medium
A,Ship,243,low,2,ontime,occasionally calls,0-3 purchase,medium
B,Ship,210,low,10,late,seldom calls,0-3 purchase,medium
C,Ship,145,medium,9,ontime,frequently calls,> 3 purchase,medium
F,Ship,196,low,10,ontime,seldom calls,0-3 purchase,medium
D,Ship,154,medium,5,late,seldom calls,0-3 purchase,heavy
F,Ship,164,low,6,late,occasionally calls,> 3 purchase,medium
A,Ship,210,medium,1,late,occasionally calls,0-3 purchase,medium
B,Ship,212,low,7,ontime,frequently calls,0-3 purchase,medium
C,Ship,263,medium,9,late,seldom calls,0-3 purchase,medium
F,Ship,155,low,3,late,seldom calls,0-3 purchase,heavy
D,Ship,223,low,9,ontime,seldom calls,0-3 purchase,medium
F,Ship,269,low,3,ontime,frequently calls,0-3 purchase,medium
A,Ship,117,low,6,ontime,seldom calls,0-3 purchase,medium
B,Ship,151,low,3,late,occasionally calls,0-3 purchase,medium
C,Ship,271,medium,4,late,occasionally calls,0-3 purchase,medium
F,Ship,205,low,10,ontime,seldom calls,0-3 purchase,heavy
D,Ship,210,medium,9,late,frequently calls,> 3 purchase,medium
F,Ship,133,medium,8,ontime,occasionally calls,0-3 purchase,medium
A,Ship,215,medium,5,late,frequently calls,> 3 purchase,medium
B,Ship,140,low,2,ontime,seldom calls,0-3 purchase,medium
C,Ship,255,low,8,late,seldom calls,0-3 purchase,heavy
F,Ship,159,low,5,ontime,seldom calls,0-3 purchase,medium
D,Ship,169,low,8,late,frequently calls,0-3 purchase,medium
F,Ship,182,medium,2,late,frequently calls,0-3 purchase,medium
A,Ship,231,low,10,late,seldom calls,0-3 purchase,medium
B,Ship,177,low,6,ontime,seldom calls,0-3 purchase,medium
C,Ship,250,medium,3,late,occasionally calls,0-3 purchase,medium
F,Ship,145,medium,4,late,occasionally calls,0-3 purchase,medium
D,Ship,117,high,2,late,seldom calls,0-3 purchase,medium
F,Ship,170,low,5,late,seldom calls,0-3 purchase,medium
A,Ship,173,high,9,late,occasionally calls,0-3 purchase,medium
B,Ship,232,medium,8,late,occasionally calls,0-3 purchase,medium
C,Ship,231,medium,4,ontime,seldom calls,> 3 purchase,heavy
F,Ship,136,medium,2,late,seldom calls,0-3 purchase,medium
D,Ship,189,medium,5,late,occasionally calls,0-3 purchase,medium
F,Ship,222,low,7,ontime,frequently calls,0-3 purchase,medium
A,Ship,148,high,7,late,occasionally calls,0-3 purchase,medium
B,Ship,265,medium,7,late,frequently calls,0-3 purchase,medium
C,Ship,181,low,3,ontime,occasionally calls,0-3 purchase,heavy
F,Ship,189,high,4,late,frequently calls,0-3 purchase,heavy
D,Ship,160,medium,6,late,seldom calls,0-3 purchase,medium
F,Ship,235,medium,10,ontime,seldom calls,0-3 purchase,medium
A,Ship,100,medium,4,ontime,seldom calls,0-3 purchase,medium
B,Ship,135,medium,7,late,frequently calls,> 3 purchase,heavy
C,Ship,137,low,6,ontime,frequently calls,0-3 purchase,medium
F,Ship,222,high,9,ontime,occasionally calls,0-3 purchase,medium
D,Ship,246,medium,10,late,frequently calls,0-3 purchase,medium
F,Ship,202,medium,8,late,seldom calls,0-3 purchase,heavy
A,Ship,273,low,1,late,occasionally calls,0-3 purchase,medium
B,Road,248,low,9,late,frequently calls,0-3 purchase,heavy
C,Road,199,medium,5,ontime,occasionally calls,> 3 purchase,medium
F,Road,209,medium,7,late,occasionally calls,0-3 purchase,medium
D,Road,216,low,2,ontime,occasionally calls,0-3 purchase,medium
F,Road,227,low,2,late,occasionally calls,0-3 purchase,medium
A,Road,216,medium,4,ontime,seldom calls,> 3 purchase,medium
B,Road,242,medium,1,late,seldom calls,0-3 purchase,heavy
C,Road,217,medium,8,late,frequently calls,0-3 purchase,medium
F,Road,160,medium,9,ontime,seldom calls,0-3 purchase,medium
D,Road,141,medium,4,ontime,frequently calls,0-3 purchase,medium
F,Road,263,medium,5,ontime,frequently calls,0-3 purchase,medium
A,Road,171,low,7,late,frequently calls,> 3 purchase,medium
B,Road,195,low,4,ontime,seldom calls,0-3 purchase,medium
C,Road,237,low,4,late,seldom calls,0-3 purchase,heavy
F,Road,241,low,4,late,seldom calls,> 3 purchase,heavy
D,Road,134,medium,9,late,seldom calls,0-3 purchase,medium
F,Road,156,low,5,late,frequently calls,0-3 purchase,medium
A,Road,211,low,6,ontime,seldom calls,0-3 purchase,heavy
B,Road,243,low,5,ontime,seldom calls,0-3 purchase,medium
C,Road,196,medium,7,late,occasionally calls,0-3 purchase,medium
F,Road,242,medium,7,ontime,seldom calls,0-3 purchase,medium
D,Road,175,low,3,ontime,seldom calls,0-3 purchase,medium
F,Flight,155,low,1,ontime,seldom calls,0-3 purchase,medium
A,Flight,200,low,9,late,occasionally calls,0-3 purchase,medium
B,Flight,191,low,4,ontime,seldom calls,0-3 purchase,medium
C,Flight,221,low,6,ontime,occasionally calls,0-3 purchase,heavy
F,Flight,135,low,9,ontime,seldom calls,0-3 purchase,medium
D,Flight,152,medium,7,late,seldom calls,> 3 purchase,heavy
F,Flight,172,low,7,ontime,seldom calls,0-3 purchase,medium
A,Flight,253,high,2,late,frequently calls,0-3 purchase,heavy
B,Flight,270,high,10,ontime,frequently calls,0-3 purchase,medium
C,Flight,139,high,3,ontime,seldom calls,> 3 purchase,medium
F,Flight,257,medium,9,ontime,frequently calls,> 3 purchase,medium
D,Flight,155,low,5,late,occasionally calls,0-3 purchase,medium
F,Flight,125,low,5,late,seldom calls,0-3 purchase,medium
A,Flight,233,low,7,late,frequently calls,0-3 purchase,medium
B,Flight,205,medium,6,late,seldom calls,0-3 purchase,medium
C,Flight,243,medium,4,late,frequently calls,0-3 purchase,medium
F,Flight,208,low,10,ontime,occasionally calls,0-3 purchase,medium
D,Flight,230,medium,6,ontime,seldom calls,0-3 purchase,medium
F,Flight,205,medium,5,late,occasionally calls,0-3 purchase,medium
A,Flight,170,low,2,ontime,seldom calls,0-3 purchase,heavy
B,Flight,222,medium,5,ontime,occasionally calls,0-3 purchase,medium
C,Flight,186,low,3,ontime,frequently calls,0-3 purchase,medium
F,Ship,208,low,8,ontime,frequently calls,0-3 purchase,medium
D,Ship,223,medium,9,ontime,occasionally calls,0-3 purchase,heavy
F,Ship,154,medium,8,ontime,frequently calls,0-3 purchase,medium
A,Ship,235,medium,10,ontime,frequently calls,> 3 purchase,medium
B,Ship,271,medium,1,ontime,occasionally calls,0-3 purchase,medium
C,Ship,250,low,2,ontime,occasionally calls,0-3 purchase,medium
F,Ship,206,medium,4,ontime,occasionally calls,0-3 purchase,medium
D,Ship,153,low,10,late,seldom calls,0-3 purchase,medium
F,Ship,212,medium,6,late,occasionally calls,0-3 purchase,medium
A,Ship,168,high,6,ontime,frequently calls,0-3 purchase,heavy
B,Ship,171,low,10,late,seldom calls,0-3 purchase,medium
C,Ship,132,low,10,late,seldom calls,0-3 purchase,medium
F,Ship,141,low,9,ontime,frequently calls,0-3 purchase,medium
D,Ship,254,low,1,ontime,seldom calls,0-3 purchase,medium
F,Ship,159,medium,6,ontime,occasionally calls,0-3 purchase,medium
A,Ship,194,low,4,late,seldom calls,0-3 purchase,medium
B,Ship,178,low,6,ontime,occasionally calls,> 3 purchase,medium
C,Ship,151,low,2,late,seldom calls,0-3 purchase,heavy
F,Ship,244,low,5,late,frequently calls,0-3 purchase,medium
D,Ship,237,low,8,late,seldom calls,0-3 purchase,medium
F,Ship,241,medium,9,ontime,seldom calls,0-3 purchase,medium
A,Ship,156,low,3,ontime,occasionally calls,0-3 purchase,heavy
B,Ship,243,medium,1,ontime,occasionally calls,0-3 purchase,medium
C,Ship,219,medium,4,ontime,frequently calls,0-3 purchase,medium
F,Ship,168,high,2,ontime,occasionally calls,0-3 purchase,heavy
D,Ship,224,high,8,ontime,frequently calls,> 3 purchase,heavy
F,Ship,216,medium,2,late,occasionally calls,0-3 purchase,heavy
A,Ship,187,low,6,ontime,seldom calls,> 3 purchase,medium
B,Ship,204,high,1,late,frequently calls,0-3 purchase,medium
C,Ship,266,low,10,ontime,frequently calls,> 3 purchase,medium
F,Ship,179,low,2,late,seldom calls,0-3 purchase,medium
D,Ship,184,low,10,ontime,seldom calls,0-3 purchase,medium
F,Ship,204,medium,2,ontime,frequently calls,> 3 purchase,medium
A,Ship,255,medium,7,late,seldom calls,0-3 purchase,medium
B,Ship,272,medium,5,ontime,occasionally calls,0-3 purchase,medium
C,Ship,186,low,7,late,occasionally calls,0-3 purchase,medium
F,Ship,147,medium,6,ontime,frequently calls,> 3 purchase,medium
D,Ship,145,medium,4,late,seldom calls,0-3 purchase,medium
F,Ship,255,medium,6,ontime,frequently calls,0-3 purchase,heavy
A,Ship,133,low,7,ontime,seldom calls,0-3 purchase,medium
B,Ship,155,low,1,ontime,occasionally calls,> 3 purchase,medium
C,Ship,151,medium,10,ontime,occasionally calls,> 3 purchase,medium
F,Ship,270,high,3,late,occasionally calls,0-3 purchase,medium
D,Ship,234,high,6,ontime,seldom calls,> 3 purchase,medium
F,Ship,186,medium,4,ontime,seldom calls,0-3 purchase,medium
A,Ship,157,medium,6,ontime,occasionally calls,0-3 purchase,heavy
B,Ship,268,low,7,ontime,occasionally calls,0-3 purchase,heavy
C,Ship,244,low,10,late,occasionally calls,0-3 purchase,medium
F,Ship,190,low,2,ontime,occasionally calls,0-3 purchase,medium
D,Ship,161,low,5,ontime,occasionally calls,> 3 purchase,medium
F,Ship,162,high,2,late,seldom calls,0-3 purchase,heavy
A,Ship,163,medium,6,ontime,occasionally calls,> 3 purchase,heavy
B,Ship,211,low,5,late,seldom calls,> 3 purchase,heavy
C,Ship,205,medium,1,late,seldom calls,> 3 purchase,medium
F,Ship,150,medium,4,late,seldom calls,0-3 purchase,medium
D,Ship,209,medium,10,late,seldom calls,> 3 purchase,medium
F,Ship,250,medium,6,ontime,frequently calls,0-3 purchase,medium
A,Ship,206,high,1,late,seldom calls,0-3 purchase,medium
B,Ship,244,low,2,ontime,frequently calls,0-3 purchase,medium
C,Ship,180,low,2,late,seldom calls,0-3 purchase,medium
F,Ship,256,medium,1,late,occasionally calls,0-3 purchase,heavy
D,Ship,273,medium,2,late,frequently calls,0-3 purchase,heavy
F,Ship,178,medium,6,ontime,occasionally calls,> 3 purchase,medium
A,Ship,296,medium,2,ontime,occasionally calls,0-3 purchase,light
B,Ship,249,medium,9,ontime,seldom calls,> 3 purchase,light
C,Ship,151,medium,3,ontime,occasionally calls,> 3 purchase,medium
F,Ship,270,high,5,ontime,occasionally calls,0-3 purchase,medium
D,Ship,234,high,7,late,seldom calls,> 3 purchase,medium
F,Ship,186,medium,9,ontime,seldom calls,0-3 purchase,heavy
A,Ship,157,medium,3,ontime,occasionally calls,0-3 purchase,heavy
B,Ship,268,low,3,late,occasionally calls,0-3 purchase,heavy
C,Ship,244,low,3,late,occasionally calls,0-3 purchase,medium
F,Ship,190,low,2,ontime,occasionally calls,0-3 purchase,medium
D,Ship,161,low,10,ontime,occasionally calls,> 3 purchase,medium
